PID,CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,KA_name,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,mobile_ratio,fix_ratio
126532359,Bronze,SOHO,6300.0,RJ,3,1.0,0.0,4,127.83,0.0,127.83,42.61,0,1.0,0.0
126738431,Silver,VSE,6300.0,RJ,5,0.0,0.0,5,127.83,0.0,127.83,25.57,0,1.0,0.0
40649719,Silver,SOHO,4000.0,VT,10,0.0,0.0,10,127.83,0.17,128.0,12.78,0,0.998671875,0.0013281250000000133
115795242,Gold,SOHO,6000.0,VT,7,0.0,0.0,7,128.0,0.0,128.0,18.29,0,1.0,0.0
108561634,Silver,SOHO,6600.0,RJ,8,1.0,0.0,9,128.0,0.0,128.0,16.0,0,1.0,0.0
126640161,Silver,SOHO,6500.0,RJ,5,1.0,0.0,6,128.0,0.0,128.0,25.6,0,1.0,0.0
112070192,Bronze,SOHO,4550.0,MT,8,1.0,0.0,9,128.17,0.0,128.17,16.02,0,1.0,0.0
123078500,Bronze,Other,6000.0,VM,6,0.0,0.0,6,128.17,0.0,128.17,21.36,0,1.0,0.0
123532650,Silver,SOHO,6100.0,DI,13,3.0,2.0,18,128.17,0.0,128.17,9.86,0,1.0,0.0
126090828,Silver,SOHO,6400.0,DI,5,2.0,0.0,7,128.17,0.0,128.17,25.63,0,1.0,0.0
115634092,Gold,SOHO,4003.0,VT,13,2.0,0.0,15,128.33,0.0,128.33,9.87,0,1.0,0.0
115864891,Silver,SOHO,4000.0,VT,7,3.0,0.0,10,128.33,0.0,128.33,18.33,0,1.0,0.0
126736512,Silver,SOHO,6300.0,RJ,6,1.0,0.0,7,128.33,0.0,128.33,21.39,0,1.0,0.0
200859754,Silver,SOHO,6300.0,RJ,11,0.0,0.0,11,128.33,0.0,128.33,11.67,0,1.0,0.0
115563660,Bronze,SOHO,4000.0,AD,6,0.0,0.0,6,128.5,0.0,128.5,21.42,0,1.0,0.0
201716531,Silver,SOHO,4000.0,AD,5,0.0,0.0,5,128.5,0.0,128.5,25.7,0,1.0,0.0
40926212,Silver,SOHO,4002.0,VU,4,0.0,0.0,4,128.5,0.0,128.5,32.13,0,1.0,0.0
123620919,Silver,VSE,6000.0,VM,6,0.0,0.0,6,128.5,0.0,128.5,21.42,0,1.0,0.0
123663048,Silver,SOHO,6000.0,VM,13,0.0,0.0,13,128.5,0.0,128.5,9.88,0,1.0,0.0
123762085,Gold,SOHO,6000.0,VM,8,0.0,0.0,8,128.5,0.0,128.5,16.06,0,1.0,0.0
833175463,Silver,SOHO,6000.0,VM,7,0.0,0.0,7,128.5,0.0,128.5,18.36,0,1.0,0.0
825212905,Bronze,SOHO,4000.0,GV,7,2.0,0.0,9,128.5,0.0,128.5,18.36,0,1.0,0.0
126635837,Silver,SOHO,6400.0,UNKNOW,6,2.0,0.0,8,128.5,0.0,128.5,21.42,0,1.0,0.0
4716710139,Silver,SOHO,4180.0,VU,13,0.0,0.0,13,128.67,0.0,128.67,9.9,0,1.0,0.0
201391116,Silver,SOHO,6600.0,RJ,4,0.0,0.0,4,128.83,0.0,128.83,32.21,0,1.0,0.0
825011546,Silver,VSE,4000.0,AD,4,4.0,5.0,13,129.0,0.0,129.0,32.25,0,1.0,0.0
123734591,Bronze,SOHO,6100.0,VM,7,1.0,0.0,8,129.0,0.0,129.0,18.43,0,1.0,0.0
126654385,Silver,SOHO,6400.0,VM,7,3.0,0.0,10,129.0,0.0,129.0,18.43,1,1.0,0.0
108566503,Bronze,SOHO,6673.0,RJ,6,1.0,0.0,7,129.0,0.0,129.0,21.5,1,1.0,0.0
115650720,Silver,SOHO,4000.0,AD,8,5.0,0.0,13,129.17,0.0,129.17,16.15,0,1.0,0.0
115035232,Silver,SOHO,4004.0,VU,4,2.0,0.0,6,129.17,0.0,129.17,32.29,1,1.0,0.0
115109017,Gold,VSE,4002.0,VT,2,0.0,0.0,2,129.17,0.0,129.17,64.59,0,1.0,0.0
200213096,Silver,VSE,4000.0,VT,17,0.0,0.0,17,127.0,2.17,129.17,7.47,0,0.9832004335371991,0.016799566462800897
123114590,Silver,VSE,6000.0,VM,12,15.0,0.0,27,129.17,0.0,129.17,10.76,0,1.0,0.0
123668038,Silver,SOHO,6100.0,DI,6,2.0,0.0,8,129.17,0.0,129.17,21.53,0,1.0,0.0
123680040,Silver,SOHO,6000.0,DI,5,1.0,0.0,6,129.17,0.0,129.17,25.83,0,1.0,0.0
20988570,Silver,SOHO,4003.0,VU,8,2.0,0.0,10,129.33,0.0,129.33,16.17,0,1.0,0.0
112032131,Bronze,SOHO,4500.0,VU,6,1.0,0.0,7,129.33,0.0,129.33,21.56,0,1.0,0.0
201424178,Silver,VSE,6300.0,RJ,7,0.0,0.0,7,129.33,0.0,129.33,18.48,0,1.0,0.0
160101784,Silver,SOHO,4003.0,GV,8,0.0,0.0,8,129.5,0.0,129.5,16.19,0,1.0,0.0
123720410,Bronze,SOHO,6000.0,UNKNOW,3,1.0,0.0,4,129.5,0.0,129.5,43.17,0,1.0,0.0
200924419,Silver,SOHO,6000.0,VM,8,0.0,0.0,8,129.67,0.0,129.67,16.21,0,1.0,0.0
126639084,Bronze,SOHO,6500.0,UNKNOW,4,6.0,0.0,10,129.67,0.0,129.67,32.42,0,1.0,0.0
112621902,Silver,SOHO,4442.0,MT,17,0.0,0.0,17,129.83,0.0,129.83,7.64,0,1.0,0.0
201290971,Bronze,SOHO,6160.0,VM,2,2.0,0.0,4,129.83,0.0,129.83,64.92,1,1.0,0.0
123062706,Bronze,SOHO,6000.0,DI,8,1.0,0.0,9,129.83,0.0,129.83,16.23,0,1.0,0.0
30159072,Silver,SOHO,6000.0,UNKNOW,7,15.0,0.0,22,129.83,0.0,129.83,18.55,0,1.0,0.0
123638881,Silver,SOHO,6000.0,UNKNOW,4,1.0,0.0,5,129.83,0.0,129.83,32.46,0,1.0,0.0
833129252,Silver,SOHO,6000.0,VM,9,0.0,0.0,9,130.0,0.0,130.0,14.44,0,1.0,0.0
126719210,Bronze,SOHO,6550.0,RJ,1,5.0,0.0,6,130.0,0.0,130.0,130.0,0,1.0,0.0
112652560,Silver,SOHO,4400.0,MT,3,0.0,0.0,3,130.17,0.0,130.17,43.39,1,1.0,0.0
201831398,Silver,SOHO,6000.0,VM,5,0.0,0.0,5,130.17,0.0,130.17,26.03,0,1.0,0.0
175107476,Silver,SOHO,6400.0,UNKNOW,9,2.0,0.0,11,130.17,0.0,130.17,14.46,0,1.0,0.0
126619295,Silver,SOHO,6500.0,RJ,5,0.0,0.0,5,130.17,0.0,130.17,26.03,0,1.0,0.0
123673829,Silver,SOHO,6097.0,DI,6,5.0,0.0,11,130.33,0.0,130.33,21.72,0,1.0,0.0
200525231,Gold,VSE,6300.0,DI,4,1.0,0.0,5,130.33,0.0,130.33,32.58,0,1.0,0.0
123686189,Bronze,SOHO,6000.0,UNKNOW,9,0.0,0.0,9,130.33,0.0,130.33,14.48,0,1.0,0.0
115096954,Silver,SOHO,4180.0,VT,10,3.0,1.0,14,130.5,0.0,130.5,13.05,1,1.0,0.0
20828821,Silver,SOHO,6400.0,DI,6,0.0,0.0,6,130.5,0.0,130.5,21.75,0,1.0,0.0
200760560,Silver,SOHO,6300.0,RJ,6,1.0,0.0,7,130.5,0.0,130.5,21.75,0,1.0,0.0
108572253,Bronze,SOHO,6900.0,RJ,3,1.0,0.0,4,130.67,0.0,130.67,43.56,0,1.0,0.0
160039507,Silver,SOHO,4001.0,AD,7,4.0,0.0,11,130.83,0.0,130.83,18.69,0,1.0,0.0
822023283,Silver,SOHO,4400.0,MT,9,0.0,0.0,9,130.83,0.0,130.83,14.54,0,1.0,0.0
825124202,Silver,SOHO,4023.0,GV,10,0.0,0.0,10,130.83,0.0,130.83,13.08,0,1.0,0.0
123653673,Bronze,SOHO,6100.0,DI,11,0.0,0.0,11,131.0,0.0,131.0,11.91,0,1.0,0.0
126627737,Silver,VSE,6300.0,RJ,4,0.0,0.0,4,131.0,0.0,131.0,32.75,0,1.0,0.0
836158138,Silver,SOHO,6300.0,VM,9,1.0,0.0,10,131.17,0.0,131.17,14.57,0,1.0,0.0
112519089,Silver,SOHO,6200.0,DI,3,0.0,0.0,3,131.17,0.0,131.17,43.72,0,1.0,0.0
123686641,Silver,SOHO,6000.0,UNKNOW,5,0.0,0.0,5,131.17,0.0,131.17,26.23,0,1.0,0.0
200254335,Bronze,SOHO,6000.0,VM,2,1.0,0.0,3,131.33,0.0,131.33,65.67,0,1.0,0.0
119075053,Silver,VSE,8900.0,UNKNOW,12,1.0,0.0,13,131.33,0.0,131.33,10.94,0,1.0,0.0
342527,Bronze,SOHO,4400.0,MT,10,1.0,0.0,11,131.5,0.0,131.5,13.15,0,1.0,0.0
30245055,Silver,SOHO,4003.0,VU,9,2.0,0.0,11,131.5,0.0,131.5,14.61,0,1.0,0.0
123036234,Gold,SOHO,6000.0,DI,6,2.0,0.0,8,131.5,0.0,131.5,21.92,0,1.0,0.0
40124785,Silver,SOHO,4002.0,VU,5,0.0,0.0,5,131.67,0.0,131.67,26.33,0,1.0,0.0
836143990,Silver,SOHO,6450.0,DI,8,0.0,0.0,8,131.67,0.0,131.67,16.46,0,1.0,0.0
108685703,Bronze,SOHO,6600.0,RJ,5,3.0,0.0,8,131.67,0.0,131.67,26.33,0,1.0,0.0
200474737,Silver,SOHO,6570.0,RJ,8,0.0,0.0,8,131.67,0.0,131.67,16.46,0,1.0,0.0
123681570,Silver,SOHO,6000.0,VM,6,0.0,0.0,6,131.83,0.0,131.83,21.97,0,1.0,0.0
833116027,Silver,SOHO,6137.0,VM,9,0.0,0.0,9,131.83,0.0,131.83,14.65,0,1.0,0.0
108561545,Silver,VSE,6600.0,RJ,5,0.0,0.0,5,131.83,0.0,131.83,26.37,0,1.0,0.0
115653150,Silver,SOHO,4000.0,AD,7,1.0,0.0,8,132.0,0.0,132.0,18.86,0,1.0,0.0
115054357,Silver,SOHO,4003.0,VU,10,0.0,0.0,10,132.0,0.0,132.0,13.2,0,1.0,0.0
160103511,Gold,SOHO,4002.0,VT,6,1.0,0.0,7,132.0,0.0,132.0,22.0,0,1.0,0.0
825109346,Silver,VSE,4000.0,GV,9,0.0,0.0,9,132.0,0.0,132.0,14.67,0,1.0,0.0
115793580,Silver,SOHO,4000.0,AD,6,0.0,0.0,6,132.17,0.0,132.17,22.03,0,1.0,0.0
123514937,Silver,SOHO,6062.0,VM,8,0.0,0.0,8,132.17,0.0,132.17,16.52,0,1.0,0.0
201929115,Bronze,SOHO,6000.0,VM,8,1.0,0.0,9,132.17,0.0,132.17,16.52,0,1.0,0.0
803458,Silver,SOHO,6000.0,DI,16,0.0,0.0,16,132.17,0.0,132.17,8.26,0,1.0,0.0
126053744,Silver,SOHO,6400.0,DI,10,3.0,0.0,13,132.17,0.0,132.17,13.22,0,1.0,0.0
175202376,Silver,SOHO,6300.0,RJ,10,0.0,0.0,10,132.17,0.0,132.17,13.22,0,1.0,0.0
115829933,Silver,SOHO,4150.0,VT,10,4.0,0.0,14,132.33,0.0,132.33,13.23,0,1.0,0.0
891294,Bronze,SOHO,6550.0,VM,10,1.0,0.0,11,132.33,0.0,132.33,13.23,0,1.0,0.0
200792795,Gold,VSE,4000.0,GV,2,1.0,0.0,3,132.33,0.0,132.33,66.17,0,1.0,0.0
123032499,Silver,SOHO,6000.0,UNKNOW,10,3.0,0.0,13,132.33,0.0,132.33,13.23,0,1.0,0.0
123062752,Silver,SOHO,6000.0,UNKNOW,4,2.0,0.0,6,132.33,0.0,132.33,33.08,0,1.0,0.0
115067059,Bronze,SOHO,4002.0,VU,6,0.0,0.0,6,132.5,0.0,132.5,22.08,0,1.0,0.0
115212790,Bronze,SOHO,4000.0,VU,4,1.0,0.0,5,132.5,0.0,132.5,33.13,0,1.0,0.0
160080653,Silver,SOHO,4000.0,GV,7,1.0,0.0,8,132.5,0.0,132.5,18.93,0,1.0,0.0
108561399,Silver,SOHO,6898.0,RJ,8,2.0,0.0,10,132.5,0.0,132.5,16.56,0,1.0,0.0
115790747,Bronze,SOHO,4004.0,AD,6,0.0,0.0,6,132.67,0.0,132.67,22.11,0,1.0,0.0
115021268,Silver,SOHO,4000.0,VT,6,0.0,1.0,7,132.67,0.0,132.67,22.11,0,1.0,0.0
112134257,Bronze,VSE,4000.0,GV,18,0.0,0.0,18,132.67,0.0,132.67,7.37,0,1.0,0.0
126744046,Silver,SOHO,6362.0,RJ,11,2.0,0.0,13,132.67,0.0,132.67,12.06,0,1.0,0.0
112661626,Gold,SOHO,4400.0,MT,2,1.0,0.0,3,119.67,13.0,132.67,59.84,0,0.9020125122484359,0.09798748775156407
112547260,Bronze,SOHO,4581.0,MT,9,1.0,0.0,10,132.83,0.0,132.83,14.76,1,1.0,0.0
112661900,Silver,SOHO,4580.0,MT,11,0.0,0.0,11,132.83,0.0,132.83,12.08,1,1.0,0.0
115007051,Silver,SOHO,4004.0,VT,2,2.0,0.0,4,132.83,0.0,132.83,66.42,0,1.0,0.0
201635353,Silver,SOHO,6000.0,VM,9,0.0,0.0,9,132.83,0.0,132.83,14.76,0,1.0,0.0
112067709,Silver,SOHO,4500.0,VT,3,1.0,0.0,4,133.0,0.0,133.0,44.33,0,1.0,0.0
160137104,Silver,SOHO,4000.0,VT,11,0.0,0.0,11,133.0,0.0,133.0,12.09,0,1.0,0.0
201840903,Bronze,SOHO,6000.0,VM,8,0.0,0.0,8,133.0,0.0,133.0,16.63,1,1.0,0.0
833076458,Silver,SOHO,6000.0,VM,6,0.0,0.0,6,133.0,0.0,133.0,22.17,1,1.0,0.0
40204587,Silver,SOHO,4855.0,VU,18,2.0,0.0,20,133.17,0.0,133.17,7.4,0,1.0,0.0
115929008,Silver,SOHO,4002.0,VT,5,0.0,0.0,5,133.17,0.0,133.17,26.63,0,1.0,0.0
1.29E+12,Silver,SOHO,6000.0,VM,2,0.0,0.0,2,133.17,0.0,133.17,66.59,1,1.0,0.0
201245570,Silver,VSE,6000.0,VM,4,1.0,1.0,6,133.17,0.0,133.17,33.29,0,1.0,0.0
115118265,Silver,SOHO,4300.0,VU,8,1.0,0.0,9,133.2,0.0,133.2,16.65,0,1.0,0.0
160009791,Gold,SOHO,4101.0,AD,11,0.0,0.0,11,133.33,0.0,133.33,12.12,0,1.0,0.0
115283815,Bronze,SOHO,1330.0,VU,7,0.0,0.0,7,133.33,0.0,133.33,19.05,0,1.0,0.0
123688681,Silver,SOHO,6000.0,VM,4,0.0,0.0,4,133.33,0.0,133.33,33.33,0,1.0,0.0
201619662,Bronze,SOHO,6100.0,DI,10,0.0,0.0,10,133.33,0.0,133.33,13.33,0,1.0,0.0
892574,Silver,VSE,4283.0,VU,9,3.0,0.0,12,133.5,0.0,133.5,14.83,0,1.0,0.0
112650665,Silver,Other,4400.0,MT,5,1.0,0.0,6,133.5,0.0,133.5,26.7,1,1.0,0.0
115256818,Silver,SOHO,4000.0,VU,4,0.0,0.0,4,133.5,0.0,133.5,33.38,0,1.0,0.0
115274054,Silver,SOHO,4003.0,VU,13,1.0,0.0,14,133.5,0.0,133.5,10.27,0,1.0,0.0
115626897,Silver,SOHO,4127.0,VU,9,0.0,0.0,9,133.5,0.0,133.5,14.83,0,1.0,0.0
123659548,Bronze,SOHO,6000.0,VM,4,0.0,0.0,4,133.5,0.0,133.5,33.38,0,1.0,0.0
123723424,Silver,SOHO,6100.0,DI,6,1.0,0.0,7,133.5,0.0,133.5,22.25,0,1.0,0.0
126067509,Gold,SOHO,6500.0,RJ,6,1.0,0.0,7,133.5,0.0,133.5,22.25,0,1.0,0.0
126551976,Bronze,SOHO,6300.0,RJ,5,0.0,0.0,5,133.5,0.0,133.5,26.7,1,1.0,0.0
160056459,Silver,VSE,4000.0,VT,8,0.0,0.0,8,133.67,0.0,133.67,16.71,1,1.0,0.0
115326791,Silver,VSE,4000.0,GV,16,0.0,0.0,16,133.67,0.0,133.67,8.35,0,1.0,0.0
123045112,Silver,SOHO,6000.0,UNKNOW,5,10.0,1.0,16,133.67,0.0,133.67,26.73,0,1.0,0.0
108018115,Silver,SOHO,6850.0,RJ,6,0.0,0.0,6,133.67,0.0,133.67,22.28,0,1.0,0.0
822117900,Platinum,VSE,4490.0,MT,8,9.0,0.0,17,133.83,0.0,133.83,16.73,0,1.0,0.0
115823752,Silver,SOHO,4003.0,VT,7,5.0,0.0,12,133.83,0.0,133.83,19.12,0,1.0,0.0
160064535,Silver,SOHO,4023.0,GV,4,0.0,0.0,4,133.83,0.0,133.83,33.46,0,1.0,0.0
126634525,Silver,SOHO,6304.0,UNKNOW,7,2.0,0.0,9,133.83,0.0,133.83,19.12,0,1.0,0.0
115890402,Gold,SOHO,4003.0,AD,7,4.0,0.0,11,134.0,0.0,134.0,19.14,0,1.0,0.0
112599623,Bronze,SOHO,4400.0,MT,7,0.0,0.0,7,134.0,0.0,134.0,19.14,0,1.0,0.0
115158295,Silver,SOHO,4016.0,VU,11,1.0,0.0,12,134.0,0.0,134.0,12.18,0,1.0,0.0
123534224,Silver,SOHO,6100.0,DI,12,2.0,0.0,14,134.0,0.0,134.0,11.17,0,1.0,0.0
825203646,Silver,SOHO,4109.0,GV,7,3.0,0.0,10,134.0,0.0,134.0,19.14,0,1.0,0.0
108019046,Silver,SOHO,6600.0,RJ,6,4.0,0.0,10,134.0,0.0,134.0,22.33,0,1.0,0.0
825341946,Silver,SOHO,4000.0,AD,6,0.0,0.0,6,134.17,0.0,134.17,22.36,0,1.0,0.0
126705239,Bronze,SOHO,6400.0,VM,10,0.0,0.0,10,134.17,0.0,134.17,13.42,0,1.0,0.0
200179085,Silver,SOHO,6000.0,VM,7,4.0,0.0,11,134.17,0.0,134.17,19.17,0,1.0,0.0
200772872,Silver,VSE,6000.0,VM,8,1.0,0.0,9,134.33,0.0,134.33,16.79,0,1.0,0.0
201272877,Silver,SOHO,6000.0,VM,9,1.0,0.0,10,134.33,0.0,134.33,14.93,0,1.0,0.0
123621241,Bronze,VSE,6000.0,UNKNOW,8,1.0,0.0,9,134.33,0.0,134.33,16.79,0,1.0,0.0
115522877,Silver,SOHO,4000.0,VU,6,0.0,0.0,6,134.5,0.0,134.5,22.42,0,1.0,0.0
115067493,Silver,SOHO,4000.0,VT,4,4.0,0.0,8,133.0,1.5,134.5,33.25,0,0.9888475836431226,0.01115241635687736
108029791,Bronze,SOHO,6600.0,RJ,12,0.0,0.0,12,134.5,0.0,134.5,11.21,0,1.0,0.0
126579840,Silver,SOHO,6300.0,RJ,12,0.0,0.0,12,134.5,0.0,134.5,11.21,0,1.0,0.0
126655487,Gold,SOHO,6300.0,RJ,4,0.0,0.0,4,134.5,0.0,134.5,33.63,0,1.0,0.0
126672180,Silver,SOHO,6500.0,RJ,5,0.0,1.0,6,134.5,0.0,134.5,26.9,0,1.0,0.0
6208082390SMB,Silver,SOHO,6300.0,RJ,4,0.0,0.0,4,134.5,0.0,134.5,33.63,0,1.0,0.0
112628252,Silver,SOHO,4400.0,MT,12,1.0,0.0,13,134.67,0.0,134.67,11.22,0,1.0,0.0
200155390,Silver,SOHO,6300.0,DI,11,8.0,0.0,19,134.67,0.0,134.67,12.24,0,1.0,0.0
123662601,Silver,SOHO,6000.0,UNKNOW,6,0.0,0.0,6,134.67,0.0,134.67,22.45,0,1.0,0.0
115835007,Silver,SOHO,4300.0,AD,8,2.0,0.0,10,134.83,0.0,134.83,16.85,0,1.0,0.0
123720620,Silver,SOHO,6000.0,DI,3,0.0,0.0,3,134.83,0.0,134.83,44.94,0,1.0,0.0
833066713,Silver,SOHO,6260.0,UNKNOW,10,1.0,0.0,11,134.83,0.0,134.83,13.48,0,1.0,0.0
123737609,Silver,SOHO,8200.0,VM,6,2.0,1.0,9,135.0,0.0,135.0,22.5,1,1.0,0.0
123759573,Silver,SOHO,6000.0,DI,5,3.0,0.0,8,135.0,0.0,135.0,27.0,0,1.0,0.0
450136,Silver,SOHO,4000.0,JG,14,1.0,0.0,15,135.0,0.0,135.0,9.64,0,1.0,0.0
201570441,Silver,VSE,6300.0,RJ,4,0.0,0.0,4,135.0,0.0,135.0,33.75,0,1.0,0.0
123674806,Gold,SOHO,6400.0,DI,9,1.0,0.0,10,135.17,0.0,135.17,15.02,0,1.0,0.0
115037265,Silver,VSE,4000.0,AD,13,0.0,0.0,13,135.33,0.0,135.33,10.41,0,1.0,0.0
115577585,Silver,SOHO,4000.0,AD,6,3.0,0.0,9,135.33,0.0,135.33,22.56,0,1.0,0.0
160000372,Silver,SOHO,4002.0,AD,6,1.0,0.0,7,135.33,0.0,135.33,22.56,0,1.0,0.0
201776197,Gold,VSE,6000.0,VM,7,0.0,0.0,7,135.33,0.0,135.33,19.33,0,1.0,0.0
123035919,Silver,SOHO,6000.0,VM,7,0.0,0.0,7,135.5,0.0,135.5,19.36,0,1.0,0.0
126620931,Bronze,SOHO,6450.0,DI,5,1.0,0.0,6,135.5,0.0,135.5,27.1,0,1.0,0.0
123507743,Silver,SOHO,6000.0,UNKNOW,9,3.0,0.0,12,135.5,0.0,135.5,15.06,0,1.0,0.0
123531281,Platinum,VSE,6000.0,UNKNOW,6,4.0,0.0,10,135.5,0.0,135.5,22.58,0,1.0,0.0
112078171,Gold,VSE,4400.0,MT,10,0.0,0.0,10,135.67,0.0,135.67,13.57,0,1.0,0.0
126629510,Silver,SOHO,6450.0,DI,6,0.0,0.0,6,135.67,0.0,135.67,22.61,0,1.0,0.0
836144003,Silver,SOHO,6300.0,RJ,6,0.0,0.0,6,135.83,0.0,135.83,22.64,0,1.0,0.0
112608851,Silver,SOHO,4400.0,MT,7,0.0,0.0,7,136.0,0.0,136.0,19.43,0,1.0,0.0
112655783,Silver,SOHO,4550.0,MT,3,2.0,0.0,5,136.0,0.0,136.0,45.33,0,1.0,0.0
123024506,Silver,SOHO,6000.0,DI,3,0.0,0.0,3,136.0,0.0,136.0,45.33,0,1.0,0.0
115896608,Gold,VSE,1505.0,JG,4,12.0,0.0,16,136.0,0.0,136.0,34.0,0,1.0,0.0
108045183,Silver,SOHO,6600.0,RJ,2,5.0,0.0,7,136.0,0.0,136.0,68.0,0,1.0,0.0
126638886,Silver,SOHO,6300.0,RJ,8,0.0,0.0,8,136.0,0.0,136.0,17.0,0,1.0,0.0
9.90E+11,Silver,SOHO,6000.0,VM,6,0.0,1.0,7,136.17,0.0,136.17,22.7,0,1.0,0.0
200462966,Silver,SOHO,6500.0,RJ,9,0.0,0.0,9,136.17,0.0,136.17,15.13,0,1.0,0.0
202325795,Silver,SOHO,6000.0,VM,7,0.0,0.0,7,136.25,0.0,136.25,19.46,0,1.0,0.0
123680713,Silver,SOHO,6000.0,VM,5,1.0,0.0,6,136.33,0.0,136.33,27.27,0,1.0,0.0
201422896,Bronze,VSE,6000.0,VM,7,0.0,0.0,7,136.33,0.0,136.33,19.48,0,1.0,0.0
112536206,Bronze,SOHO,4500.0,VU,4,0.0,0.0,4,136.5,0.0,136.5,34.13,0,1.0,0.0
200096262,Silver,VSE,6850.0,DI,5,1.0,0.0,6,136.5,0.0,136.5,27.3,0,1.0,0.0
160104271,Bronze,SOHO,4003.0,JG,6,2.0,0.0,8,136.5,0.0,136.5,22.75,0,1.0,0.0
836145824,Gold,VSE,6300.0,UNKNOW,6,0.0,0.0,6,136.5,0.0,136.5,22.75,0,1.0,0.0
40896089,Bronze,SOHO,4400.0,MT,6,3.0,0.0,9,136.67,0.0,136.67,22.78,0,1.0,0.0
112090871,Silver,SOHO,4550.0,MT,6,6.0,0.0,12,136.67,0.0,136.67,22.78,0,1.0,0.0
160062089,Silver,SOHO,4000.0,VT,8,0.0,0.0,8,136.67,0.0,136.67,17.08,0,1.0,0.0
123098428,Silver,SOHO,6162.0,VM,3,0.0,0.0,3,136.67,0.0,136.67,45.56,0,1.0,0.0
123524123,Silver,SOHO,6000.0,VM,7,0.0,0.0,7,136.67,0.0,136.67,19.52,0,1.0,0.0
115079086,Bronze,SOHO,4270.0,VU,3,1.0,0.0,4,136.83,0.0,136.83,45.61,0,1.0,0.0
833146950,Bronze,SOHO,6000.0,VM,10,5.0,0.0,15,136.83,0.0,136.83,13.68,0,1.0,0.0
112668791,Platinum,VSE,4000.0,DS,7,4.0,1.0,12,136.83,0.0,136.83,19.55,0,1.0,0.0
160064122,Silver,SOHO,4000.0,JG,7,0.0,0.0,7,136.83,0.0,136.83,19.55,0,1.0,0.0
108013011,Bronze,SOHO,6600.0,RJ,3,4.0,0.0,7,136.83,0.0,136.83,45.61,0,1.0,0.0
30156681,Silver,SOHO,6000.0,UNKNOW,9,0.0,0.0,9,137.0,0.0,137.0,15.22,0,1.0,0.0
126061812,Silver,SOHO,6450.0,RJ,6,1.0,0.0,7,137.0,0.0,137.0,22.83,1,1.0,0.0
126740329,Silver,SOHO,6300.0,RJ,10,0.0,0.0,10,137.0,0.0,137.0,13.7,0,1.0,0.0
200646457,Bronze,SOHO,6000.0,UNKNOW,7,1.0,0.0,8,137.17,0.0,137.17,19.6,0,1.0,0.0
108002221,Silver,SOHO,6800.0,DI,22,0.0,0.0,22,137.33,0.0,137.33,6.24,0,1.0,0.0
822045746,Bronze,SOHO,4500.0,JG,5,1.0,0.0,6,137.33,0.0,137.33,27.47,0,1.0,0.0
115655280,Silver,SOHO,4000.0,AD,20,0.0,0.0,20,137.5,0.0,137.5,6.88,1,1.0,0.0
115522699,Bronze,SOHO,4000.0,VT,11,2.0,0.0,13,137.5,0.0,137.5,12.5,0,1.0,0.0
103818159,Bronze,SOHO,4000.0,AD,2,1.0,0.0,3,137.67,0.0,137.67,68.84,0,1.0,0.0
201157896,Silver,VSE,6750.0,RJ,4,1.0,0.0,5,137.67,0.0,137.67,34.42,0,1.0,0.0
200407311,Silver,SOHO,4001.0,VT,9,0.0,0.0,9,137.83,0.0,137.83,15.31,1,1.0,0.0
126651738,Silver,SOHO,6400.0,RJ,5,0.0,0.0,5,138.0,0.0,138.0,27.6,0,1.0,0.0
201575002,Silver,SOHO,6550.0,RJ,5,0.0,0.0,5,138.0,0.0,138.0,27.6,0,1.0,0.0
112541185,Bronze,SOHO,4400.0,MT,9,0.0,0.0,9,138.17,0.0,138.17,15.35,0,1.0,0.0
123002043,Silver,SOHO,6000.0,DI,7,0.0,1.0,8,138.17,0.0,138.17,19.74,0,1.0,0.0
126158211,Silver,SOHO,4000.0,UNKNOW,9,3.0,0.0,12,138.17,0.0,138.17,15.35,0,1.0,0.0
115552660,Silver,SOHO,4110.0,AD,7,3.0,0.0,10,138.33,0.0,138.33,19.76,0,1.0,0.0
115859271,Silver,SOHO,4004.0,VU,7,4.0,0.0,11,138.33,0.0,138.33,19.76,0,1.0,0.0
115035990,Gold,SOHO,4000.0,VT,10,1.0,0.0,11,138.33,0.0,138.33,13.83,0,1.0,0.0
123684708,Silver,SOHO,6100.0,UNKNOW,9,2.0,0.0,11,138.33,0.0,138.33,15.37,0,1.0,0.0
160103529,Bronze,VSE,4230.0,VT,10,1.0,0.0,11,138.5,0.0,138.5,13.85,0,1.0,0.0
126055294,Silver,SOHO,6450.0,VM,7,0.0,0.0,7,138.5,0.0,138.5,19.79,0,1.0,0.0
126645386,Silver,SOHO,6400.0,VM,4,9.0,0.0,13,138.5,0.0,138.5,34.63,0,1.0,0.0
123718007,Bronze,SOHO,6260.0,UNKNOW,6,0.0,0.0,6,138.67,0.0,138.67,23.11,0,1.0,0.0
200511915,Silver,SOHO,6300.0,RJ,6,1.0,0.0,7,138.67,0.0,138.67,23.11,0,1.0,0.0
115535604,Silver,SOHO,4023.0,VU,3,0.0,0.0,3,139.0,0.0,139.0,46.33,0,1.0,0.0
